trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
65,False,"{'a': 0.5, 'e': 0.5556323733728505}",25,0,1.634883862835665,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5506316820124949}",25,0,-4.204600350793964,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.5456759968743824}",20,1,-27.63747387005818,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.5407649129025129}",30,7,-38.86012719860827,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
69,False,"{'a': 0.5, 'e': 0.5358980286863904}",20,0,-47.91130046540949,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.5310749464282128}",30,5,-44.82933110869687,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.526295271910359}",20,0,-24.942557320998805,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.5215586144631658}",30,0,20.428145365129,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.5168645869329973}",25,8,-90.44856249074381,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
74,False,"{'a': 0.5, 'e': 0.5122128056506003}",20,8,-27.218413366104304,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
75,False,"{'a': 0.5, 'e': 0.5076028903997449}",25,7,-33.362819250436026,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.5030344643861472}",20,0,-66.59774151082716,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.49850715420667185}",20,10,-10.601515396894598,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.4940205898188118}",20,0,-10.2484493146426,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.4895744045104425}",20,1,-47.41195794295588,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.4851682348698485}",25,6,-19.61313733333509,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.48080172075601985}",20,7,-42.66296025599079,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
82,False,"{'a': 0.5, 'e': 0.47647450526921564}",20,0,-21.48267888511281,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.4721862347217927}",25,0,17.460184541127173,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.46793655860929656}",20,3,-28.211748967242393,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.4637251295818129}",25,0,9.734235655706577,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.45955160341557655}",25,0,-24.08143732675211,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.45541563898483634}",20,0,-115.71372909083559,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.4513168982339728}",20,0,-121.33987715557762,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.44725504614986705}",25,0,-14.538539998273755,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.44322975073451826}",20,0,-43.47664695095871,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.4392406829779076}",30,0,-32.67265181590001,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.4352875168311064}",20,15,0.7474074221432905,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.4313699291796264}",20,0,9.212527304237177,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.4274875998170098}",35,0,-71.2420616650271,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.4236402114186567}",30,0,-13.135668444325951,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.4198274495158888}",20,0,-12.563854477296857,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.4160490024702458}",30,0,-75.54298349053438,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.4123045614480136}",25,0,-73.14701737270065,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.40859382039498143}",30,8,-57.35231767042057,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.4049164760114266}",25,10,-37.64029641241576,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.40127222772732374}",20,15,7.094616517337228,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3976607776777778}",20,0,-62.90864357080558,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.3940818306786778}",20,0,-53.6399177869411,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.3905350942025697}",30,3,-46.26682203604041,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.38702027835474656}",20,0,-57.824214857010155,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
106,False,"{'a': 0.5, 'e': 0.38353709584955387}",35,7,-3.6259546460630094,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.3800852619869079}",25,6,-23.207804086741515,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.37666449462902574}",20,0,1.3721779822348863,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.3732745141773645}",30,3,-20.00687598723127,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.36991504354976823}",25,7,-29.916586252088965,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.3665858081578203}",25,16,11.105479029768448,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.36328653588439996}",25,9,-75.21771937879524,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
113,False,"{'a': 0.5, 'e': 0.3600169570614404}",20,13,-40.903794707823046,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.3567768044478874}",30,24,10.730983716220312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.3535658132078564}",20,0,-25.825496812998654,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.3503837208889857}",25,3,-24.599006794973302,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.3472302674009848}",20,0,24.77079315113694,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.3441051949943759}",20,10,14.651444552437477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.34100824823942655}",20,8,-13.493542810900545,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.3379391740052717}",30,0,44.89952656699003,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.33489772143922425}",20,0,-13.688337571541908,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.33188364194627124}",30,1,-86.54798414621143,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 2}",1
123,False,"{'a': 0.5, 'e': 0.3288966891687548}",30,0,4.703623702136557,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.325936618966236}",20,16,5.770726754052497,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.32300318939553985}",25,12,-98.41839795719248,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 2}",1
126,False,"{'a': 0.5, 'e': 0.32009616069097996}",25,7,28.938173620671733,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.3172152952447611}",30,17,20.821270386520336,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.31436035758755826}",30,10,-14.020955940808467,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.3115311143692702}",30,12,-37.288361667550234,"{0: 15, 1: 0, 2: 0, 3: 3, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.3087273343399468}",30,13,-13.67317727243472,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.3059487883308873}",20,0,-16.767254573722315,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.3031952492359093}",25,11,-3.5764038224392047,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.30046649199278613}",20,10,-24.905110565336532,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.29776229356485107}",25,19,4.727739354305648,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.2950824329227674}",30,8,-19.664341236696124,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.2924266910264625}",25,0,-13.858828031803236,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.28979485080722434}",30,0,-92.70183855412516,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
138,False,"{'a': 0.5, 'e': 0.2871866971499593}",20,0,-63.48205596289225,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.28460201687560965}",20,8,20.411030820363504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.28204059872372916}",20,7,-14.204443746392846,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2795022333352156}",30,18,8.812595426921906,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2769867132351987}",20,7,13.101474443092208,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.2744938328160819}",25,0,13.74736221524319,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.2720233883207372}",20,0,2.5438305511370958,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.26957517782585055}",20,7,-43.140800691386325,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.2671490012254179}",20,8,-55.50530145978538,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.26474466021438914}",25,12,-19.9119173001538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.2623619582724596}",25,8,-0.23992009446189622,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.26000070064800745}",20,0,-8.119556940610464,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.25766069434217537}",25,2,25.586086733509124,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2553417480930958}",20,0,-0.28168980713584935,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.25304367236025793}",20,8,-1.9951084877181091,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.2507662793090156}",20,7,-29.40417713695654,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.2485093827952345}",20,6,-11.393619650083181,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.24627279835007737}",30,0,-3.53774811538872,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.24405634316492666}",20,10,7.04815478218374,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.24185983607644232}",25,16,8.113200786120006,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.23968309755175435}",25,3,10.827508718800496,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.23752594967378857}",20,11,-5.611705265387032,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.23538821612672448}",20,7,-1.5780295065842127,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.23326972218158396}",20,0,-17.35576833881275,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.2311702946819497}",20,0,-13.329852023797628,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.22908976202981213}",20,6,9.54114711167612,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.2270279541715438}",20,0,10.041024346518759,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.2249847025839999}",30,13,31.63083461373329,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.22295984026074392}",20,10,10.971598880625537,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.22095320169839722}",20,0,18.837838994051857,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.21896462288311164}",30,13,7.98739573327611,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.21699394127716362}",25,15,5.295684759453785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.21504099580566916}",20,2,-31.826751948148324,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.21310562684341813}",35,18,17.452897485565504,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.21118767620182738}",25,6,-23.989300090360786,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.20928698711601093}",25,17,15.683610009167419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.20740340423196682}",20,7,17.826784163338086,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.20553677359387912}",20,3,-1.894758186206002,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.2036869426315342}",30,12,27.56123367795925,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.2018537601478504}",25,16,16.223540984948134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.20003707630651973}",25,16,8.818603093321357,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.19823674261976104}",25,0,-29.184209718357526,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.19645261193618319}",20,0,17.430401121125513,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.19468453842875755}",20,0,20.71450364859245,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.19293237758289872}",25,10,-22.329739398887348,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.19119598618465264}",20,0,6.329515322777761,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.18947522230899078}",20,2,14.587908426037401,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.18776994530820987}",25,15,4.560082005696303,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.18608001580043598}",20,0,-42.5471845826757,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.18440529565823205}",30,17,16.8310957152831,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.18274564799730797}",25,19,4.5367520831786345,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.1811009371653322}",25,0,-21.19061676524577,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.17947102873084422}",30,23,12.056194610457831,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.17785578947226663}",25,8,14.6971147957258,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.17625508736701623}",30,2,12.776796732337898,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.17466879158071308}",30,13,29.43838841212679,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.17309677245648666}",30,16,-4.012750387922156,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.17153890150437828}",20,7,19.63691787244562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.16999505139083887}",20,0,25.038669745018854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.16846509592832132}",20,0,9.774499651312794,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.16694891006496643}",20,3,-6.552347334659572,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.16544636987438172}",20,6,10.52705985521922,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.16395735254551227}",30,15,-11.632587051887835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.16248173637260266}",20,6,1.2615494896225337,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.16101940074524923}",20,8,-11.758929402566345,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.159570226138542}",30,0,-46.58481771858116,"{0: 26, 1: 0, 2: 1, 3: 2, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.15813409410329513}",30,14,-29.31763809978611,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
205,False,"{'a': 0.5, 'e': 0.15671088725636548}",25,2,18.34954426647714,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.1553004892710582}",25,13,17.28246584410961,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.15390278486761866}",30,11,8.746774418938298,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.1525176598038101}",20,2,-2.672560715137797,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.1511450008655758}",20,0,-11.960169320618403,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.14978469585778562}",20,7,15.811565378802266,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.14843663359506554}",25,5,16.451189824122117,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.14710070389270993}",30,13,-7.848709736282485,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.14577679755767553}",25,0,6.32825049078653,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.14446480637965645}",20,1,19.218187149893314,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.14316462312223954}",30,0,31.20610886475056,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.14187614151413938}",20,4,-13.226382753332645,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.14059925624051212}",20,11,11.132214657862523,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.13933386293434752}",20,8,19.88982832784137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.13807985816793839}",30,12,-12.592284344596072,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.13683713944442694}",20,14,13.276153639171373,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.1356056051894271}",35,18,-14.666146690629205,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.13438515474272225}",25,14,18.85739083640263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.13317568835003776}",25,13,23.35756086835018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
